Student_ID,Age,Gender,Score_ID,High_School_GPA,SAT_Score,University_ID,University_Ranking,Uni_score,Field_of_Study,Internship_ID,Internships_Completed,Carrer metrics_ID,Projects_Completed,Certifications,Years_to_Promotion,Job_Offers,skill_ID,Soft_Skills_Score,Networking_Score,Job_ID,Starting_Salary,Career_Satisfaction,Current_Job_Level,Work_Life_Balance,Entrepreneur_ID,Entrepreneurship
S04437,21,Female,4437,2.47,1068,4437,687,2.49,Computer Science,4437,3,4437,5,4,5,2,4437,8,3,4437,26900,7,Executive,3,4437,No
S04438,24,Male,4438,3.18,1145,4438,262,2.2,Law,4438,3,4438,8,4,5,2,4438,10,9,4438,56400,2,Entry,10,4438,No
S04439,25,Female,4439,3.85,1165,4439,887,3.63,Business,4439,4,4439,7,1,2,3,4439,2,8,4439,28900,1,Senior,5,4439,No
S04440,23,Male,4440,3.5,1142,4440,924,2.17,Arts,4440,4,4440,7,2,4,2,4440,9,7,4440,27600,7,Senior,3,4440,No
S04441,22,Female,4441,3.33,1569,4441,798,2.58,Mathematics,4441,0,4441,1,4,4,5,4441,9,8,4441,33500,7,Mid,6,4441,Yes
S04442,23,Male,4442,3.17,1199,4442,155,2.09,Business,4442,2,4442,6,2,2,2,4442,6,8,4442,57000,3,Entry,7,4442,No
S04443,22,Female,4443,2.98,1226,4443,581,3.56,Engineering,4443,0,4443,0,1,4,5,4443,10,10,4443,89700,10,Senior,6,4443,Yes
S04444,25,Male,4444,2.37,1429,4444,108,2.08,Mathematics,4444,2,4444,9,0,5,4,4444,5,8,4444,30900,8,Entry,10,4444,No
S04445,18,Male,4445,3.79,1494,4445,423,2.62,Law,4445,0,4445,7,5,5,2,4445,7,1,4445,51000,8,Senior,8,4445,No
S04446,28,Female,4446,2.5,1241,4446,35,3.15,Computer Science,4446,4,4446,2,5,2,5,4446,8,4,4446,64800,5,Entry,4,4446,No
S04447,24,Male,4447,2.18,1578,4447,871,2.82,Computer Science,4447,3,4447,8,5,5,3,4447,8,10,4447,57700,7,Mid,6,4447,No
S04448,27,Female,4448,3.5,1453,4448,44,2.56,Law,4448,1,4448,4,4,3,0,4448,3,7,4448,39800,3,Entry,3,4448,No
S04449,27,Male,4449,2.35,1148,4449,655,2.55,Medicine,4449,0,4449,6,2,5,2,4449,3,6,4449,60300,6,Mid,10,4449,No
S04450,28,Female,4450,2.74,1279,4450,723,3.6,Medicine,4450,0,4450,6,0,1,3,4450,5,3,4450,42300,3,Senior,7,4450,No
S04451,19,Male,4451,2.06,1431,4451,990,3.95,Business,4451,1,4451,8,1,2,2,4451,5,3,4451,47900,9,Entry,6,4451,No
S04452,26,Female,4452,2.27,1280,4452,998,2.7,Engineering,4452,0,4452,1,3,2,1,4452,2,4,4452,36700,7,Mid,6,4452,No
S04453,18,Male,4453,2.35,941,4453,416,2.08,Business,4453,3,4453,3,5,4,5,4453,5,10,4453,66200,1,Senior,3,4453,No
S04454,28,Male,4454,2.11,1244,4454,1000,2.07,Arts,4454,1,4454,7,4,4,4,4454,1,6,4454,54400,8,Senior,1,4454,Yes
S04455,27,Male,4455,3.31,1498,4455,285,3.52,Computer Science,4455,1,4455,4,4,4,0,4455,7,1,4455,45600,9,Senior,2,4455,Yes
S04456,23,Female,4456,3.67,1160,4456,447,3.1,Business,4456,3,4456,4,2,1,5,4456,7,10,4456,54900,10,Mid,10,4456,No
S04457,26,Male,4457,2.75,1205,4457,518,3.57,Business,4457,3,4457,2,1,5,2,4457,1,4,4457,51400,2,Mid,10,4457,No
S04458,18,Female,4458,3.75,1139,4458,730,3.39,Law,4458,1,4458,4,5,2,3,4458,3,9,4458,54600,1,Entry,3,4458,No
S04459,21,Female,4459,2.43,1578,4459,27,3.82,Mathematics,4459,3,4459,6,1,5,0,4459,8,7,4459,61600,4,Entry,1,4459,No
S04460,21,Male,4460,2.65,1212,4460,227,3.77,Computer Science,4460,3,4460,3,4,4,2,4460,9,6,4460,54700,9,Entry,8,4460,Yes
S04461,26,Female,4461,2.3,1340,4461,796,3.58,Computer Science,4461,3,4461,7,4,2,1,4461,3,5,4461,37700,6,Entry,9,4461,No
S04462,28,Male,4462,3.24,1032,4462,901,2.95,Medicine,4462,1,4462,5,5,4,3,4462,6,2,4462,25000,10,Entry,7,4462,No
S04463,22,Male,4463,2.84,950,4463,425,2.62,Medicine,4463,0,4463,5,5,1,4,4463,6,2,4463,61400,8,Mid,7,4463,No
S04464,22,Female,4464,3.23,1517,4464,568,3.01,Computer Science,4464,2,4464,5,2,2,2,4464,6,6,4464,41600,7,Entry,3,4464,Yes
S04465,23,Female,4465,3.52,1291,4465,368,3,Mathematics,4465,1,4465,3,2,4,3,4465,5,9,4465,66800,5,Entry,9,4465,No
S04466,18,Female,4466,3.09,1595,4466,310,3.22,Business,4466,2,4466,2,3,4,2,4466,6,9,4466,27900,5,Entry,9,4466,No
S04467,18,Male,4467,3.26,1422,4467,848,2.37,Arts,4467,3,4467,9,0,4,4,4467,6,1,4467,36100,6,Entry,5,4467,No
S04468,26,Male,4468,3.87,1407,4468,105,3.31,Business,4468,3,4468,5,2,1,1,4468,10,7,4468,48200,6,Senior,7,4468,No
S04469,20,Male,4469,2.6,1561,4469,18,2.91,Mathematics,4469,0,4469,5,0,5,5,4469,6,7,4469,51600,5,Mid,1,4469,Yes
S04470,21,Female,4470,2.72,1253,4470,205,3.24,Arts,4470,3,4470,1,4,5,4,4470,8,10,4470,64200,8,Mid,6,4470,No
S04471,18,Female,4471,3.44,1294,4471,43,2.48,Computer Science,4471,2,4471,9,3,5,4,4471,6,2,4471,65700,3,Entry,10,4471,No
S04472,26,Female,4472,3.22,995,4472,89,2.87,Law,4472,1,4472,8,3,1,4,4472,3,10,4472,49200,9,Mid,1,4472,No
S04473,25,Male,4473,2.36,1005,4473,586,2.42,Arts,4473,1,4473,3,3,5,5,4473,7,4,4473,61300,5,Mid,10,4473,No
S04474,19,Male,4474,2.75,1554,4474,157,3.75,Medicine,4474,0,4474,3,1,5,0,4474,6,8,4474,25000,9,Entry,6,4474,No
S04475,25,Male,4475,2.94,1577,4475,266,2.98,Law,4475,2,4475,9,5,1,3,4475,9,6,4475,45000,5,Executive,6,4475,No
S04476,24,Male,4476,2.84,1412,4476,134,2.45,Mathematics,4476,3,4476,7,5,2,2,4476,4,7,4476,62100,3,Senior,7,4476,No
S04477,28,Male,4477,2.36,1457,4477,464,2.08,Computer Science,4477,4,4477,2,4,4,5,4477,1,10,4477,51100,9,Executive,7,4477,No
S04478,23,Female,4478,3.85,1141,4478,601,3.35,Mathematics,4478,0,4478,9,1,4,1,4478,6,6,4478,71800,2,Entry,10,4478,No
S04479,18,Female,4479,3.52,1387,4479,748,2.43,Engineering,4479,0,4479,6,1,1,2,4479,9,9,4479,35900,5,Senior,3,4479,Yes
S04480,24,Female,4480,2.96,1414,4480,132,3.98,Arts,4480,4,4480,6,3,5,0,4480,8,10,4480,63400,3,Entry,7,4480,No
S04481,27,Male,4481,3.36,1553,4481,741,3.07,Arts,4481,1,4481,1,1,3,1,4481,2,10,4481,42700,7,Mid,10,4481,No
S04482,24,Male,4482,3.79,960,4482,34,2.58,Mathematics,4482,1,4482,2,4,5,0,4482,3,9,4482,57400,4,Senior,2,4482,No
S04483,26,Female,4483,2.27,1315,4483,83,3.32,Law,4483,1,4483,3,4,3,2,4483,8,6,4483,37000,8,Entry,2,4483,No
S04484,18,Male,4484,2.5,1193,4484,929,2.55,Engineering,4484,4,4484,1,1,4,1,4484,9,6,4484,52200,1,Entry,1,4484,No
S04485,19,Female,4485,3.09,1201,4485,132,3.64,Engineering,4485,3,4485,8,5,1,5,4485,8,9,4485,63100,5,Entry,2,4485,No
S04486,28,Female,4486,3.6,1069,4486,428,2.62,Computer Science,4486,3,4486,9,4,5,2,4486,10,10,4486,61600,8,Mid,2,4486,No
S04487,26,Male,4487,2.07,1545,4487,866,3.98,Law,4487,2,4487,5,5,1,3,4487,1,9,4487,51800,2,Mid,9,4487,No
S04488,26,Female,4488,3.97,940,4488,204,3.21,Business,4488,2,4488,0,0,5,0,4488,3,3,4488,62300,6,Mid,3,4488,No
S04489,23,Male,4489,2.91,1130,4489,799,3.69,Engineering,4489,1,4489,0,1,5,3,4489,8,7,4489,59700,7,Mid,1,4489,No
S04490,23,Female,4490,2.72,1308,4490,336,2.15,Mathematics,4490,4,4490,7,3,5,3,4490,1,3,4490,45500,6,Senior,2,4490,No
S04491,21,Female,4491,2.59,1550,4491,962,2.7,Arts,4491,0,4491,5,3,3,2,4491,7,4,4491,52800,10,Senior,10,4491,Yes
S04492,21,Male,4492,2.35,1521,4492,497,3.47,Engineering,4492,3,4492,9,4,1,2,4492,4,9,4492,63200,3,Entry,8,4492,No
S04493,22,Male,4493,3.58,1196,4493,442,3.31,Mathematics,4493,4,4493,6,4,4,4,4493,7,10,4493,77900,6,Entry,10,4493,No
S04494,20,Female,4494,3.91,1354,4494,828,2.39,Computer Science,4494,2,4494,5,3,2,4,4494,4,8,4494,58300,7,Senior,2,4494,Yes
S04495,18,Female,4495,2.83,956,4495,258,2.71,Computer Science,4495,3,4495,1,0,3,1,4495,8,6,4495,32700,3,Entry,4,4495,No
S04496,18,Male,4496,3.9,1534,4496,292,2.53,Arts,4496,3,4496,2,3,4,2,4496,6,6,4496,56000,10,Entry,9,4496,No
S04497,29,Female,4497,3.65,1139,4497,966,3.23,Arts,4497,4,4497,7,1,1,0,4497,10,8,4497,77700,2,Senior,9,4497,No
S04498,24,Male,4498,2.96,1497,4498,125,2.69,Arts,4498,2,4498,3,3,2,2,4498,10,2,4498,40300,3,Mid,7,4498,No
S04499,18,Male,4499,3.35,1075,4499,956,2.62,Business,4499,4,4499,7,2,2,2,4499,8,5,4499,30400,1,Mid,1,4499,No
S04500,18,Male,4500,2.87,962,4500,663,2.41,Arts,4500,0,4500,2,0,1,5,4500,1,7,4500,57600,7,Entry,10,4500,No
S04501,20,Male,4501,3.12,1450,4501,871,2.82,Law,4501,3,4501,1,0,3,3,4501,9,3,4501,50900,4,Senior,5,4501,No
S04502,27,Male,4502,2.12,1037,4502,759,2.39,Computer Science,4502,4,4502,6,3,5,3,4502,9,8,4502,51300,3,Entry,5,4502,No
S04503,21,Other,4503,3.39,1353,4503,175,3.93,Computer Science,4503,4,4503,0,2,5,4,4503,6,3,4503,47000,6,Entry,2,4503,No
S04504,21,Male,4504,2.11,1348,4504,884,2.31,Engineering,4504,0,4504,2,1,5,5,4504,9,4,4504,41700,3,Senior,7,4504,Yes
S04505,19,Male,4505,3.63,1125,4505,492,3.83,Arts,4505,4,4505,1,3,4,1,4505,6,10,4505,39300,10,Entry,1,4505,Yes
S04506,18,Male,4506,3.65,1342,4506,869,2.86,Business,4506,3,4506,4,1,1,1,4506,6,10,4506,54400,3,Mid,1,4506,Yes
S04507,20,Female,4507,2.47,1105,4507,814,2.76,Law,4507,1,4507,1,2,3,2,4507,4,6,4507,60700,9,Mid,10,4507,No
S04508,28,Female,4508,2.65,1575,4508,80,2.46,Medicine,4508,1,4508,9,3,1,5,4508,3,6,4508,44700,2,Entry,1,4508,No
S04509,21,Male,4509,2.96,926,4509,619,3.27,Engineering,4509,2,4509,4,3,2,0,4509,3,2,4509,69700,5,Mid,10,4509,No
S04510,20,Male,4510,3.19,1356,4510,812,3.37,Law,4510,0,4510,2,1,4,3,4510,2,2,4510,50600,10,Mid,7,4510,No
S04511,25,Male,4511,2.57,1594,4511,915,2.94,Mathematics,4511,2,4511,8,3,3,0,4511,4,3,4511,61500,10,Entry,4,4511,No
S04512,27,Male,4512,3.18,1006,4512,305,2.11,Business,4512,1,4512,9,2,2,5,4512,9,3,4512,43600,2,Mid,4,4512,No
S04513,18,Male,4513,2.6,1343,4513,510,3.84,Arts,4513,0,4513,8,3,5,3,4513,7,4,4513,52200,6,Entry,9,4513,No
S04514,19,Male,4514,2.11,1600,4514,344,3.96,Business,4514,4,4514,7,4,5,5,4514,3,4,4514,55300,4,Mid,4,4514,No
S04515,24,Male,4515,2.01,935,4515,570,2.86,Medicine,4515,4,4515,4,2,5,5,4515,8,4,4515,48400,7,Mid,8,4515,No
S04516,21,Female,4516,2.2,1496,4516,91,3.23,Law,4516,3,4516,9,0,1,2,4516,9,10,4516,32500,1,Mid,1,4516,No
S04517,25,Male,4517,3.58,1054,4517,647,2.9,Business,4517,1,4517,6,1,2,1,4517,1,10,4517,69100,8,Senior,3,4517,Yes
S04518,28,Female,4518,3.92,1068,4518,862,2.64,Mathematics,4518,4,4518,1,5,3,5,4518,1,3,4518,47900,2,Entry,1,4518,No
S04519,20,Female,4519,2.85,1171,4519,169,2.15,Medicine,4519,0,4519,2,5,2,2,4519,9,1,4519,25000,4,Entry,1,4519,No
S04520,23,Female,4520,3.03,1446,4520,334,2.91,Medicine,4520,4,4520,1,2,3,3,4520,9,9,4520,42900,7,Entry,3,4520,No
S04521,26,Male,4521,2.29,1319,4521,634,3.64,Law,4521,2,4521,9,5,4,5,4521,7,2,4521,73900,8,Mid,4,4521,No
S04522,18,Male,4522,3.1,1083,4522,236,2.03,Medicine,4522,2,4522,0,0,4,1,4522,3,3,4522,68100,9,Entry,6,4522,No
S04523,18,Male,4523,2.29,1510,4523,399,3.16,Law,4523,2,4523,2,0,3,0,4523,4,2,4523,54100,5,Mid,3,4523,No
S04524,25,Female,4524,3.22,1136,4524,588,3.76,Business,4524,2,4524,3,2,2,0,4524,7,6,4524,62700,9,Entry,8,4524,Yes
S04525,20,Male,4525,3.87,1408,4525,821,2.44,Mathematics,4525,2,4525,8,0,3,4,4525,9,6,4525,71200,9,Executive,8,4525,No
S04526,22,Female,4526,2.39,1340,4526,477,2.37,Arts,4526,3,4526,1,0,3,0,4526,8,1,4526,51700,3,Mid,3,4526,No
S04527,18,Female,4527,3.53,1021,4527,535,3.54,Computer Science,4527,2,4527,8,5,5,4,4527,8,4,4527,65900,7,Entry,3,4527,No
S04528,22,Male,4528,2.05,1316,4528,845,2.51,Computer Science,4528,3,4528,0,4,3,1,4528,1,10,4528,38100,8,Mid,6,4528,No
S04529,28,Female,4529,2.75,1434,4529,585,2.38,Business,4529,3,4529,8,3,5,2,4529,6,5,4529,34000,1,Mid,1,4529,No
S04530,23,Male,4530,2.22,1274,4530,88,2.76,Arts,4530,4,4530,5,5,5,5,4530,6,6,4530,50300,10,Executive,1,4530,No
S04531,25,Male,4531,2.7,1474,4531,615,2.79,Computer Science,4531,0,4531,7,5,3,5,4531,5,5,4531,61100,5,Mid,5,4531,No
S04532,20,Male,4532,2.35,1225,4532,606,3.75,Mathematics,4532,2,4532,2,4,1,2,4532,1,3,4532,68900,1,Entry,10,4532,Yes
S04533,20,Male,4533,2.75,1379,4533,961,3.24,Medicine,4533,0,4533,7,3,2,5,4533,3,3,4533,48500,3,Executive,7,4533,No
S04534,29,Female,4534,2.84,1049,4534,828,2.81,Business,4534,1,4534,8,0,3,1,4534,4,3,4534,37600,2,Entry,1,4534,No
S04535,28,Male,4535,2.6,1491,4535,778,3.07,Business,4535,3,4535,6,3,4,5,4535,10,6,4535,82400,2,Mid,2,4535,No
S04536,28,Male,4536,3.31,1389,4536,253,3.91,Engineering,4536,1,4536,3,4,3,5,4536,7,4,4536,47100,4,Mid,9,4536,No
S04537,27,Female,4537,3.84,1052,4537,358,2.23,Engineering,4537,3,4537,5,1,3,1,4537,5,4,4537,34900,5,Entry,1,4537,No
S04538,26,Female,4538,2.8,916,4538,58,2.42,Engineering,4538,2,4538,5,1,4,3,4538,2,3,4538,58700,1,Executive,3,4538,Yes
S04539,21,Male,4539,2.38,1450,4539,943,3.93,Law,4539,1,4539,1,3,5,0,4539,3,4,4539,100600,6,Entry,8,4539,No
S04540,21,Female,4540,2.54,1247,4540,399,3.91,Arts,4540,4,4540,1,1,5,0,4540,1,8,4540,51400,5,Entry,2,4540,Yes
S04541,29,Female,4541,3.71,1358,4541,521,2.35,Business,4541,1,4541,4,2,1,0,4541,6,3,4541,51200,4,Entry,10,4541,No
S04542,24,Male,4542,3.14,1101,4542,525,2.29,Engineering,4542,3,4542,0,1,3,4,4542,8,10,4542,61300,6,Senior,7,4542,No
S04543,19,Male,4543,2.91,1322,4543,919,2.84,Business,4543,3,4543,4,3,3,0,4543,4,3,4543,64100,2,Entry,2,4543,No
S04544,25,Male,4544,2.3,1179,4544,417,2.1,Medicine,4544,0,4544,9,0,2,5,4544,2,6,4544,32400,8,Entry,3,4544,No
S04545,23,Female,4545,2.9,1321,4545,393,3.31,Engineering,4545,1,4545,2,4,5,5,4545,4,1,4545,72400,6,Entry,10,4545,No
S04546,20,Female,4546,2.56,1499,4546,643,2.15,Business,4546,4,4546,2,1,3,3,4546,10,10,4546,48200,3,Entry,9,4546,No
S04547,26,Female,4547,3.89,1364,4547,222,2.12,Arts,4547,2,4547,7,3,2,2,4547,4,6,4547,51000,4,Mid,4,4547,No
S04548,22,Female,4548,3.77,1254,4548,329,2.97,Law,4548,0,4548,2,4,1,2,4548,5,9,4548,33000,2,Entry,7,4548,No
S04549,25,Male,4549,2.17,1481,4549,372,3.92,Mathematics,4549,1,4549,2,2,2,5,4549,3,3,4549,45100,4,Entry,6,4549,No
S04550,24,Male,4550,3.03,1277,4550,511,2.85,Arts,4550,0,4550,0,0,5,4,4550,9,2,4550,71400,9,Entry,7,4550,No
S04551,25,Male,4551,2.45,1023,4551,153,2.71,Arts,4551,1,4551,7,5,5,3,4551,7,3,4551,67200,4,Mid,7,4551,Yes
S04552,24,Female,4552,2.82,979,4552,893,4,Mathematics,4552,2,4552,9,4,1,1,4552,9,3,4552,56900,8,Entry,2,4552,No
S04553,20,Female,4553,3.75,1456,4553,879,3.06,Engineering,4553,2,4553,9,5,3,5,4553,7,2,4553,25000,3,Mid,1,4553,No
S04554,19,Male,4554,3.06,1132,4554,984,2.75,Arts,4554,4,4554,5,4,2,2,4554,10,4,4554,39200,5,Entry,10,4554,No
S04555,24,Female,4555,2.67,1379,4555,480,2.77,Law,4555,0,4555,7,3,3,3,4555,4,8,4555,56500,2,Senior,6,4555,No
S04556,20,Male,4556,2.42,1053,4556,583,2.39,Computer Science,4556,4,4556,2,2,3,1,4556,5,7,4556,43600,9,Entry,7,4556,Yes
S04557,20,Male,4557,3.6,1591,4557,932,3.02,Law,4557,1,4557,5,1,3,4,4557,7,10,4557,59800,9,Mid,2,4557,No
S04558,19,Male,4558,3.25,1308,4558,857,2.88,Medicine,4558,2,4558,1,2,4,5,4558,6,9,4558,62000,10,Senior,2,4558,No
S04559,21,Male,4559,2.94,930,4559,20,2.54,Law,4559,2,4559,2,0,1,0,4559,9,8,4559,71100,7,Executive,9,4559,Yes
S04560,25,Male,4560,2.43,1496,4560,593,2.32,Business,4560,3,4560,3,5,3,5,4560,3,7,4560,25000,2,Mid,5,4560,No
S04561,29,Male,4561,2.67,1456,4561,950,2.62,Computer Science,4561,3,4561,8,1,1,3,4561,8,6,4561,44500,4,Entry,7,4561,Yes
S04562,18,Male,4562,3.92,1402,4562,228,3.02,Engineering,4562,4,4562,3,5,3,5,4562,10,3,4562,38500,6,Entry,1,4562,No
S04563,18,Male,4563,3.04,1270,4563,346,2.12,Business,4563,0,4563,6,2,2,2,4563,4,10,4563,41500,9,Entry,4,4563,No
S04564,29,Female,4564,2.8,1222,4564,19,2.31,Mathematics,4564,1,4564,7,0,2,4,4564,9,4,4564,48800,6,Senior,2,4564,Yes
S04565,22,Male,4565,3.04,1231,4565,444,3.9,Law,4565,4,4565,4,4,1,5,4565,1,8,4565,53700,4,Entry,5,4565,No
S04566,28,Other,4566,3.56,1142,4566,677,3.09,Business,4566,2,4566,1,4,3,3,4566,5,2,4566,59800,1,Mid,1,4566,No
S04567,22,Male,4567,2.68,1451,4567,368,2.13,Arts,4567,2,4567,7,5,1,4,4567,4,6,4567,38400,7,Entry,10,4567,Yes
S04568,28,Male,4568,2.36,1329,4568,899,3.39,Business,4568,2,4568,4,5,1,1,4568,5,1,4568,45200,7,Senior,7,4568,No
S04569,29,Male,4569,3.17,1081,4569,619,2.12,Business,4569,1,4569,4,4,4,3,4569,6,7,4569,51900,6,Mid,2,4569,No
S04570,18,Male,4570,3.33,1372,4570,889,3.48,Law,4570,4,4570,6,5,3,5,4570,1,4,4570,51100,3,Entry,3,4570,Yes
S04571,23,Female,4571,3.43,1275,4571,860,3.5,Medicine,4571,1,4571,5,4,4,5,4571,8,1,4571,41500,5,Mid,5,4571,No
S04572,18,Male,4572,3.76,980,4572,726,3.3,Mathematics,4572,2,4572,2,5,3,0,4572,3,5,4572,40800,7,Entry,9,4572,No
S04573,22,Female,4573,2.74,1449,4573,751,3.46,Law,4573,3,4573,6,1,5,1,4573,7,5,4573,47100,6,Mid,10,4573,No
S04574,26,Female,4574,2.15,1319,4574,147,2.18,Engineering,4574,4,4574,0,5,5,0,4574,7,6,4574,27800,7,Senior,4,4574,No
S04575,29,Female,4575,3.92,1366,4575,693,3.45,Mathematics,4575,3,4575,3,4,4,4,4575,9,8,4575,30500,5,Senior,8,4575,No
S04576,22,Female,4576,2.87,1327,4576,504,2.27,Computer Science,4576,4,4576,3,1,5,0,4576,7,4,4576,47200,1,Entry,8,4576,No
S04577,23,Female,4577,3.25,956,4577,430,2.68,Arts,4577,2,4577,5,1,4,1,4577,8,7,4577,51100,10,Entry,10,4577,No
S04578,25,Male,4578,3.33,1221,4578,848,3.89,Medicine,4578,3,4578,5,2,5,1,4578,4,4,4578,67600,5,Mid,4,4578,No
S04579,28,Female,4579,3.09,1441,4579,440,3.01,Computer Science,4579,3,4579,9,4,4,1,4579,10,2,4579,25900,2,Mid,4,4579,No
S04580,18,Male,4580,2.41,1394,4580,198,3.93,Computer Science,4580,4,4580,7,3,5,5,4580,4,8,4580,56600,10,Entry,2,4580,Yes
S04581,19,Male,4581,3.51,1165,4581,997,2.18,Mathematics,4581,3,4581,0,5,1,4,4581,10,5,4581,71100,10,Mid,8,4581,No
S04582,26,Male,4582,3.61,1126,4582,287,2.96,Medicine,4582,3,4582,6,4,1,2,4582,8,10,4582,54300,2,Entry,1,4582,No
S04583,20,Female,4583,3.11,953,4583,565,2.12,Arts,4583,2,4583,3,3,1,4,4583,4,4,4583,39900,4,Mid,5,4583,No
S04584,23,Female,4584,2.98,1508,4584,369,3.26,Engineering,4584,4,4584,5,4,3,1,4584,4,2,4584,44900,6,Senior,8,4584,No
S04585,22,Male,4585,2.23,903,4585,240,2.16,Medicine,4585,4,4585,9,1,2,4,4585,10,7,4585,77300,5,Mid,6,4585,No
S04586,28,Female,4586,2.17,1338,4586,802,2.35,Medicine,4586,0,4586,8,4,4,3,4586,3,5,4586,66900,7,Entry,10,4586,No
S04587,19,Male,4587,2.68,1209,4587,287,2.52,Medicine,4587,4,4587,2,4,2,3,4587,3,9,4587,40400,10,Executive,4,4587,No
S04588,24,Male,4588,2.62,1502,4588,700,3.5,Arts,4588,2,4588,7,4,1,2,4588,4,7,4588,38600,8,Entry,9,4588,Yes
S04589,21,Male,4589,3.91,988,4589,395,2.33,Medicine,4589,3,4589,2,4,4,4,4589,2,9,4589,56100,10,Entry,3,4589,No
S04590,18,Male,4590,3.57,1219,4590,996,3.69,Medicine,4590,0,4590,5,2,4,5,4590,3,10,4590,56800,1,Entry,9,4590,No
S04591,21,Male,4591,3.32,1274,4591,518,2.26,Business,4591,3,4591,1,5,3,4,4591,2,10,4591,71200,8,Entry,1,4591,No
S04592,23,Female,4592,3.04,1503,4592,795,2.07,Business,4592,4,4592,8,2,2,3,4592,6,5,4592,46900,3,Entry,4,4592,No
S04593,24,Female,4593,2.33,1400,4593,775,2.79,Business,4593,1,4593,1,1,2,1,4593,3,6,4593,27500,10,Mid,10,4593,No
S04594,24,Male,4594,3.96,1561,4594,561,3.96,Business,4594,3,4594,4,1,5,0,4594,2,8,4594,45900,10,Mid,3,4594,No
S04595,24,Female,4595,2.75,1133,4595,864,2.22,Medicine,4595,4,4595,5,3,4,1,4595,9,10,4595,42800,2,Mid,2,4595,No
S04596,20,Female,4596,2.21,1236,4596,712,2.2,Mathematics,4596,2,4596,3,1,1,2,4596,8,6,4596,25000,2,Senior,4,4596,Yes
S04597,23,Female,4597,2.99,1470,4597,60,3.5,Business,4597,4,4597,6,2,5,0,4597,5,4,4597,45900,5,Executive,4,4597,No
S04598,25,Female,4598,3.75,1084,4598,545,2.62,Computer Science,4598,0,4598,6,1,5,1,4598,9,2,4598,64400,2,Entry,9,4598,No
S04599,21,Male,4599,3.77,1337,4599,303,3.43,Mathematics,4599,1,4599,6,3,4,4,4599,5,6,4599,61200,4,Entry,10,4599,No
S04600,25,Female,4600,2.02,1455,4600,244,2.4,Engineering,4600,1,4600,6,3,5,5,4600,5,9,4600,45100,3,Mid,6,4600,No
S04601,19,Female,4601,3.77,1079,4601,684,2.92,Business,4601,1,4601,9,2,4,4,4601,4,8,4601,43600,8,Mid,6,4601,No
S04602,27,Male,4602,2.54,975,4602,207,2.53,Arts,4602,2,4602,9,1,4,3,4602,3,3,4602,42200,9,Entry,6,4602,No
S04603,26,Male,4603,2.08,1555,4603,375,2.9,Engineering,4603,1,4603,8,5,5,4,4603,10,5,4603,41900,6,Mid,6,4603,No
S04604,26,Female,4604,3.7,1512,4604,283,3.54,Law,4604,3,4604,1,3,1,4,4604,9,6,4604,62100,4,Mid,8,4604,No
S04605,25,Male,4605,3.73,1171,4605,478,3.52,Law,4605,2,4605,4,1,5,2,4605,4,7,4605,70300,2,Executive,4,4605,Yes
S04606,27,Other,4606,3.19,954,4606,22,3.03,Computer Science,4606,4,4606,9,1,2,5,4606,7,2,4606,61300,8,Mid,1,4606,No
S04607,27,Male,4607,3.15,1600,4607,559,3.86,Engineering,4607,0,4607,8,5,4,0,4607,5,6,4607,39100,3,Mid,3,4607,No
S04608,18,Female,4608,3.63,976,4608,349,2.53,Engineering,4608,2,4608,1,2,1,1,4608,7,2,4608,37800,2,Mid,8,4608,No
S04609,19,Male,4609,3.57,1195,4609,489,2.48,Computer Science,4609,0,4609,2,2,3,1,4609,8,8,4609,71900,4,Entry,1,4609,No
S04610,23,Female,4610,3.78,1118,4610,944,3.23,Law,4610,2,4610,6,1,3,2,4610,8,7,4610,51200,2,Mid,5,4610,No
S04611,27,Female,4611,3.11,1176,4611,670,3.24,Business,4611,4,4611,8,4,5,0,4611,10,2,4611,39000,3,Mid,2,4611,No
S04612,22,Male,4612,3.94,1477,4612,258,2.09,Computer Science,4612,0,4612,2,4,3,4,4612,6,4,4612,51400,9,Entry,10,4612,No
S04613,29,Female,4613,3.99,1547,4613,655,3.22,Arts,4613,2,4613,9,0,2,5,4613,5,7,4613,29900,7,Mid,4,4613,No
S04614,26,Male,4614,2.23,1165,4614,47,2.75,Computer Science,4614,0,4614,7,0,5,2,4614,2,9,4614,32300,1,Entry,3,4614,Yes
S04615,22,Male,4615,3.7,942,4615,27,3.49,Medicine,4615,1,4615,7,0,5,4,4615,8,3,4615,40800,10,Mid,1,4615,No
S04616,19,Male,4616,3,1260,4616,967,3.62,Law,4616,1,4616,3,2,1,1,4616,5,10,4616,63400,5,Entry,5,4616,No
S04617,27,Female,4617,2.78,1127,4617,27,3.1,Medicine,4617,1,4617,5,1,4,2,4617,8,10,4617,45700,5,Entry,9,4617,No
S04618,21,Male,4618,3.23,1126,4618,981,2,Law,4618,3,4618,7,5,5,5,4618,6,8,4618,60500,9,Entry,3,4618,Yes
S04619,26,Male,4619,2.11,962,4619,397,3.27,Law,4619,1,4619,8,5,5,2,4619,8,9,4619,52700,1,Entry,1,4619,No
S04620,18,Male,4620,3.01,1070,4620,951,3.5,Engineering,4620,1,4620,1,3,5,2,4620,1,8,4620,29300,1,Entry,1,4620,Yes
